"RepresentativePath","TopArea","Extension","Lines","Bytes","DuplicateCount","DuplicatePaths","Sha256"
"stem_lab/stem_tool_moonmission.js","stem_lab",".js","3757","261766",,"stem_lab/stem_tool_moonmission.js","E416C4A619AB695062951F20E6C0B4AB5F7151EBE845A3ED56D0E95887390B30"
"stem_lab/stem_tool_multtable.js","stem_lab",".js","1575","100258",,"stem_lab/stem_tool_multtable.js","5BA49768423FBC445337BCFA67844E1A78B1ACDE32A2AAB0865AE6D232260B45"
"stem_lab/stem_tool_music.js","stem_lab",".js","4741","402728",,"stem_lab/stem_tool_music.js","211F1FCE7B7267CF9D186A1F015AF81DE4C98A80A2E711C915B91049923CB4FA"
"stem_lab/stem_tool_numberline.js","stem_lab",".js","2060","136881",,"stem_lab/stem_tool_numberline.js","B8FD19488BB900978D42A9F7BD16FAC008883C7326B56968BA1FA1DCD2E0249E"
"stem_lab/stem_tool_nutritionlab.js","stem_lab",".js","20151","1627767",,"stem_lab/stem_tool_nutritionlab.js","FF9B8AE0DF3E29917F00F8E913955ECF673B57D0A40F5D9F09DDAE7F1C98DA1F"
"stem_lab/stem_tool_optics.js","stem_lab",".js","20369","1891839",,"stem_lab/stem_tool_optics.js","C68EEE8B261622BBF08F949A4483289741A42B3B2BAECA25C398116E13146DB3"
"stem_lab/stem_tool_oratory.js","stem_lab",".js","4101","212797",,"stem_lab/stem_tool_oratory.js","362585C418568DF24A708EE83E7026C1938096943F20BE83FEEFDF5AFC94296E"
"stem_lab/stem_tool_pets.js","stem_lab",".js","5383","424950",,"stem_lab/stem_tool_pets.js","74E40943E9F44663C63F821D28965B4807D4989327D8864FD0D47D29031F6704"
"stem_lab/stem_tool_physics.js","stem_lab",".js","3082","167230",,"stem_lab/stem_tool_physics.js","7FB57F5D7ED8E6B7C35458EF07578622EC292AC29D5FF9E9B57B72C25FAE3242"
"stem_lab/stem_tool_platetectonics.js","stem_lab",".js","21875","1807436",,"stem_lab/stem_tool_platetectonics.js","9D0B41DE79D066F498BB562CCB64EDF22C8F9AE2CDC4F3D3FB453D1366159032"
"stem_lab/stem_tool_playlab.js","stem_lab",".js","4820","288888",,"stem_lab/stem_tool_playlab.js","40FA512879BEC19D037BCDBC000E9A851178F7BDBF58C0B13F44D99F5A8331F7"
"stem_lab/stem_tool_printingpress.js","stem_lab",".js","20157","2068929",,"stem_lab/stem_tool_printingpress.js","C0D8898AD77F94F9220755DC01EF4413CECF560EDBC369BC53B03F428AA142FA"
"stem_lab/stem_tool_probability.js","stem_lab",".js","3163","212872",,"stem_lab/stem_tool_probability.js","35F5B754ABA269F056BB07F1881FF0E5174FBE79A8462405499CE307F4248FE4"
"stem_lab/stem_tool_punnett.js","stem_lab",".js","3559","233050",,"stem_lab/stem_tool_punnett.js","BE42E713228F6AC9028CB6DA3A3CC324E0637A927B1A6B174D2EF94CDA5AC96C"
"stem_lab/stem_tool_raptorhunt.js","stem_lab",".js","20659","1757279",,"stem_lab/stem_tool_raptorhunt.js","5939506E01D4CCA371A4AE758DC43386565403B32A64C1F6DCCCE7C90228BB84"
"stem_lab/stem_tool_renewables.js","stem_lab",".js","5473","474416",,"stem_lab/stem_tool_renewables.js","F1539F69E2BE22CA62E9C7AA077D04D04B02174643911D7DA187E108EF242E2F"
"stem_lab/stem_tool_roadready.js","stem_lab",".js","29194","2240306",,"stem_lab/stem_tool_roadready.js","644E749402C57BA9F4EBEAACD1A0AB7A62DB88415758E1F4D927025073AB816F"
"stem_lab/stem_tool_rocks.js","stem_lab",".js","4993","243955",,"stem_lab/stem_tool_rocks.js","AAD3D827749D83EEEF2C64A552616AC0561D800339755B9DAC0830DD3451AA10"
"stem_lab/stem_tool_schoolbehaviortoolkit.js","stem_lab",".js","2144","187199",,"stem_lab/stem_tool_schoolbehaviortoolkit.js","1C010A1FF246FA022E80516C154449CD5076FAB84433D65D2300287D53431EA0"
"stem_lab/stem_tool_semiconductor.js","stem_lab",".js","3778","262414",,"stem_lab/stem_tool_semiconductor.js","2A9058786384B8E1EEA46DB6FF34F5572161D4A9B2CB40F0F99DF441EB0E923E"
"stem_lab/stem_tool_singing.js","stem_lab",".js","4614","230426",,"stem_lab/stem_tool_singing.js","FB7886C07D08C04C6890DE4ACD47BDE4C59E3179DFF4A9A4976AE45916AE411B"
"stem_lab/stem_tool_skatelab.js","stem_lab",".js","5477","325070",,"stem_lab/stem_tool_skatelab.js","A2A2A05E6D50306B444F753DBB149D996C4BDF82FD966E281792D812B1563FC2"
"stem_lab/stem_tool_solarsystem.js","stem_lab",".js","20636","1684676",,"stem_lab/stem_tool_solarsystem.js","C9C4C31D584B4003FFF264506CA1601BECEC42A26B298F89D0623F72003E876F"
"stem_lab/stem_tool_spacecolony.js","stem_lab",".js","3197","324669",,"stem_lab/stem_tool_spacecolony.js","189CFB0FCA4EF22D566090E08EE1DC126E4E6A06DA851DC16B196D6867F70CF2"
"stem_lab/stem_tool_spaceexplorer.js","stem_lab",".js","1886","130400",,"stem_lab/stem_tool_spaceexplorer.js","31FE6FDF70A6C1DE76C4B099AF2DD27F491C70CA535FC976D0E581420FA267A6"
"stem_lab/stem_tool_statslab.js","stem_lab",".js","5538","320651",,"stem_lab/stem_tool_statslab.js","FF3E1334DCC4329F581AFEEDE7948C256C58F7CA90F41486BF9A62C8923905FB"
"stem_lab/stem_tool_stewardship.js","stem_lab",".js","2385","230027",,"stem_lab/stem_tool_stewardship.js","331AEB564C197579390C8D3C60AED92C4A2DB80F2A8824731091A4AAB89DA501"
"stem_lab/stem_tool_swimlab.js","stem_lab",".js","2524","245985",,"stem_lab/stem_tool_swimlab.js","4F4B448C29E47900295ABF305CE969D1F7A2E8A6F00364C239786785D392B83D"
"stem_lab/stem_tool_throwlab.js","stem_lab",".js","5658","347053",,"stem_lab/stem_tool_throwlab.js","D45C94BA2332CCF8C08438403C703D023FDBC8A3E1A76C06FE3DF416B5FCEEFE"
"stem_lab/stem_tool_titration.js","stem_lab",".js","3221","207080",,"stem_lab/stem_tool_titration.js","A2FA9A19D0AD6476D55EED5BC6643DC6C7317296C34EDFB8879E50AF603D2278"
"stem_lab/stem_tool_typingpractice.js","stem_lab",".js","15224","909772",,"stem_lab/stem_tool_typingpractice.js","140F8B7C79345AB2BE561285D43ABAF8749F4298D8D38D66C456B3CB20D634E0"
"stem_lab/stem_tool_unitconvert.js","stem_lab",".js","1178","84353",,"stem_lab/stem_tool_unitconvert.js","8B8DF35E61455BDC841124DFA587464DF8F7246A3718A5A90770330464A2D129"
"stem_lab/stem_tool_universe.js","stem_lab",".js","3757","286692",,"stem_lab/stem_tool_universe.js","AA8A6D42FDFA25BA721C52C3A88006FBA27BA01276B1F20CC30619D6FF5CA4A3"
"stem_lab/stem_tool_volume.js","stem_lab",".js","2459","157371",,"stem_lab/stem_tool_volume.js","1CA0A30A6C414EDF74AD2C2D1BA435C4337DDC7D077589D969EE24C8D79D98B9"
"stem_lab/stem_tool_watercycle.js","stem_lab",".js","4687","312691",,"stem_lab/stem_tool_watercycle.js","ED9100D7D57329AE4979F37D31F0224B77C7D5EAAA5160CE5C55A679CE33AD38"
"stem_lab/stem_tool_wave.js","stem_lab",".js","4622","296089",,"stem_lab/stem_tool_wave.js","643338F9D0B10D607C2B0AD10CE66C05A12CD301B31315F40AEDFDF4F5A589C9"
"stem_lab/stem_tool_weldlab.js","stem_lab",".js","9619","825844",,"stem_lab/stem_tool_weldlab.js","CA743C05F15A2D188F5B43D37F9BDC6A7BDF8FA0DFD154D6C29421AD43BFB83E"
"stem_lab/stem_tool_worldbuilder.js","stem_lab",".js","1904","157851",,"stem_lab/stem_tool_worldbuilder.js","0EFA56F6AA15F0D7A52D712E318273AC2E75E3E8EA126156BF86A1D628976A1A"
"test-assets/make-scrambled-pdf.cjs","test-assets",".cjs","51","2880",,"test-assets/make-scrambled-pdf.cjs","E1923062EE028E5DAC494598E1E28AB7F59C307A56174CB68CD8AA93710C75D9"
"test-assets/multi-column-sample.html","test-assets",".html","59","4150",,"test-assets/multi-column-sample.html","1C83B4FC16BE3A5A304ABF906BBAE2E39485687D6CF86E991EAD8B0E16ACA96C"
"test-assets/render-pdf.cjs","test-assets",".cjs","15","848",,"test-assets/render-pdf.cjs","473016F5A13A68709ED298CE4E810B600E93DE88348A65A4D436944D82A1B20A"
"test-assets/validate-pdf.cjs","test-assets",".cjs","27","1606",,"test-assets/validate-pdf.cjs","47FCCCB3979E6018E0CBFC82AA7D2931B8F4A603D8130F6329547F4319179E14"
"tests/a11yauditor_linter.test.js","tests",".js","54","3452",,"tests/a11yauditor_linter.test.js","F0B0F8D71D68FC8B7A30D422AFFFC3C2AD6EA3614F9F062C6B7B849C179DF64F"
"tests/accessibility_lab_golden.test.js","tests",".js","125","6150",,"tests/accessibility_lab_golden.test.js","9C531329EA6A600224F718753CC150BCF7115E72CFA388DFD50E4CA426EAE07D"
"tests/aifix_chunk_gates.test.js","tests",".js","21","1479",,"tests/aifix_chunk_gates.test.js","5083CC7347C80F672592CBB4DCFF10CC9B8F624E8AC27158A01904E2E1E1E59A"
"tests/algebracas_grading.test.js","tests",".js","76","4018",,"tests/algebracas_grading.test.js","5541ABE6D3341C08A319C51B069441AB4DBA774BC10514AEA087EDCB89C0C731"
"tests/allo_commands.test.js","tests",".js","98","4373",,"tests/allo_commands.test.js","8410EF8786FABD44ACCB3A062899F335A535D28FB90E83898E16D090A7DD6BF9"
"tests/allo_crypto.test.js","tests",".js","75","3377",,"tests/allo_crypto.test.js","56AA8FD7B52B09F90ECB129C3D9CB1A344258BB7213D0D15C1EAC79F5C5C4374"
"tests/allobot_accessory_integrity.test.js","tests",".js","101","5242",,"tests/allobot_accessory_integrity.test.js","C2A22CFE213E57C883427EC8E99340CDCD3B08E56A8928EEC8D45329DAD73C57"
"tests/allohaven_daily_flow_economy.test.js","tests",".js","140","5789",,"tests/allohaven_daily_flow_economy.test.js","3E60E04C99B0A639D32AF2B01F7D8E4213AE869174A95820C6B5C2B3CFD07CBC"
"tests/allohaven_golden.test.js","tests",".js","117","6310",,"tests/allohaven_golden.test.js","DFC4EAFE40563807F4DDBF291A44964AC7CDA9A910FC60142BC7846A924F4BB2"
"tests/allohaven_idea_garden.test.js","tests",".js","96","3628",,"tests/allohaven_idea_garden.test.js","B6759F31E1B38321E35D96617FF28D1FD2C938D9E1900E1F5F6FE431EA8A96BA"
"tests/allohaven_theme_contrast.test.js","tests",".js","89","3053",,"tests/allohaven_theme_contrast.test.js","625467710CD4A3954F594E3B24C9BE1C1E4C7EBA4AF9056E7D5631C24D6BE491"
"tests/allostudio_core.test.js","tests",".js","528","30947",,"tests/allostudio_core.test.js","5F31F611AD4824FD8FFD4128EB2D48A768E778E4530239F07CE431BC96A0D4AA"
"tests/alt_quality.test.js","tests",".js","178","7745",,"tests/alt_quality.test.js","64BE385F468AF3EFD7E9872BE68843FB5183FF0F5D6D0B29E4AB9B65CB5CE2A0"
"tests/anchor_charts.test.js","tests",".js","245","8944",,"tests/anchor_charts.test.js","7B4C7EC5ABE6DD9C7B9BB256406D9C36F30CEA4B455ED6C9050CB4A85C55C8FA"
"tests/anchor_charts_hooks_guard.test.js","tests",".js","102","4245",,"tests/anchor_charts_hooks_guard.test.js","39CA561E8FC7833387BA2172F6253A43B6C126E7B37632D2E7DA6E47467D4A73"
"tests/anchor_icon_gen_persist.test.js","tests",".js","87","5052",,"tests/anchor_icon_gen_persist.test.js","2E2A51C825FB073AA0413B4A1FC34118E4E773D4F9664A77CA9F6367247EAB94"
"tests/annot_escape_snapshot.test.js","tests",".js","52","2625",,"tests/annot_escape_snapshot.test.js","82258CC3EED021E3A4B308803CADD3FFE77E4B9D24CFC35FBB37A80A20A0E534"
"tests/arc_city_golden.test.js","tests",".js","724","38318",,"tests/arc_city_golden.test.js","FF7ADC449A275935D68C4413877C81689819FE6C558F45B4B339AE0846D5D7D0"
"tests/arc_city_render.test.js","tests",".js","257","16203",,"tests/arc_city_render.test.js","D91C6B0BC5C27DEA94A315928E6612DDF670C71CAE26B881332257FF74F22EAB"
"tests/arc_city_solvability.test.js","tests",".js","168","9745",,"tests/arc_city_solvability.test.js","86EE853CDF5CFEACFD2F85C35B4C5CA17314C988628A87EB32024BD379993127"
"tests/archaeology_engine.test.js","tests",".js","146","6105",,"tests/archaeology_engine.test.js","2A9D251A25445FAD0CBCBB0600DEDE1DF00CFF8673433300F3BF53226048B0D0"
"tests/audio_concat.test.js","tests",".js","77","4267",,"tests/audio_concat.test.js","E0E65428805097C83FDD39176A2D4C08BE3CAB30712A555D7B6BF180C5BB56F5"
"tests/audit_coherence_fixes.test.js","tests",".js","322","21714",,"tests/audit_coherence_fixes.test.js","343993E76FBE9FD15B72330436721661738B75CDBE2E25CF0B9E8D75776BE68C"
"tests/audit_false_positive_suppression.test.js","tests",".js","149","11026",,"tests/audit_false_positive_suppression.test.js","08FFB09BD0511724724E30E1002517EDFEB9C841ED8E14F8D68EA58343E3555D"
"tests/audit_score_nan_guard.test.js","tests",".js","52","2307",,"tests/audit_score_nan_guard.test.js","E49583F73F4EB99EA25109060224E8B86F21A0C3F225286DC6A3EF4CF75C7496"
"tests/audit_trail_verapdf.test.js","tests",".js","122","7427",,"tests/audit_trail_verapdf.test.js","74BEC85B2C6E3BA8B7E3449563F96A9A5F8BF094E4206B01F26F505910E688C2"
"tests/auto_restore_dual_ocr.test.js","tests",".js","173","9990",,"tests/auto_restore_dual_ocr.test.js","2013BE9EA29871F303966AAC5485FDA4FC3C516B070CBE70B71EC7FF84821585"
"tests/auto_verapdf.test.js","tests",".js","54","3278",,"tests/auto_verapdf.test.js","B8B8E583136A7E2F542E4C7A2D8F613A85BB0AB6C5168129682FF68DC755F90E"
"tests/autofix_loop_noise_robust.test.js","tests",".js","98","5830",,"tests/autofix_loop_noise_robust.test.js","F097E86FCB63739BA19810442F3A8F0D9EB4F110BE662A47A8C99AA88BF2A251"
"tests/axe_selector_targeting.test.js","tests",".js","118","6970",,"tests/axe_selector_targeting.test.js","ED84A22BD1B1623CD73346E7D09C2A4F6A66304E100037D96FD06C65130A93B0"
"tests/batch_report_status.test.js","tests",".js","50","2835",,"tests/batch_report_status.test.js","F06D870B090DAF78D48EF463A8996BC7828A68A1D7AED685665802B87A619638"
"tests/beehive_canvas_render.test.js","tests",".js","43","2374",,"tests/beehive_canvas_render.test.js","A84D1F5A296A7B03EC201CA12422A68AD65489496E7854F09F8A9105D5EFD540"
"tests/behavior_lens_golden.test.js","tests",".js","420","22701",,"tests/behavior_lens_golden.test.js","88B90F49EDEA6999E3FB3FC7C94F3AD088EF77BED979E171F7652F473BB44112"
"tests/block_restyle.test.js","tests",".js","263","16517",,"tests/block_restyle.test.js","E682E1B691A0E00E72DAF05C986648E4CA2D633A968EABBDB4B422B37B0C0738"
"tests/block_restyle_propose.test.js","tests",".js","196","11995",,"tests/block_restyle_propose.test.js","46B030ACC7189AAC53E76506F4B0B09910471FF10DD2C8755A196EB3186AF741"
"tests/blueprint_mode_guardrails.test.js","tests",".js","102","4275",,"tests/blueprint_mode_guardrails.test.js","34594A1C72B53D9F292BDFB349C8A885D15C0856347D9B055100B63BFD188FCF"
"tests/brain_atlas_golden.test.js","tests",".js","166","7684",,"tests/brain_atlas_golden.test.js","73A07EEBE79F9AA1F6DA65B33483C1331B1E6DFC2DFAB7480C01CA0B57508EC3"
"tests/brain_atlas_refinements.test.js","tests",".js","117","4222",,"tests/brain_atlas_refinements.test.js","3024B1A9FBE0D972FB725ED143B34EB875DB91A654F013A34CEEE0E325F1D929"
"tests/brand_profile.test.js","tests",".js","92","3541",,"tests/brand_profile.test.js","8FE83EDB576981BD00A0D6E9E1D53CBC51FEF62DEE8F05CB38838866CF1ABDCC"
"tests/builder_image_crop.test.js","tests",".js","135","7569",,"tests/builder_image_crop.test.js","FB1CF7EB59877FB6339D6D69354AE603D692AA0B543715A7374A975A687F4771"
"tests/calculus_svg_nan_guard.test.js","tests",".js","80","2205",,"tests/calculus_svg_nan_guard.test.js","2968FAF0FDC04C1790A6B34B56D1962B4027F0AA4D0DFCB4E860D3FE58268C0A"
"tests/canvas_shell_live_controls.test.js","tests",".js","34","1625",,"tests/canvas_shell_live_controls.test.js","9BE8F669063DF88F50875B1786E8EEE8E8B51FECBE4140658693A4645116487E"
"tests/cell_sim_canvas_ref_stability.test.js","tests",".js","130","8241",,"tests/cell_sim_canvas_ref_stability.test.js","6222F7E6EBE9073B230CC635D9C894618ADBE94D19EBB84DB0CE9D0962670B24"
"tests/chem_balance_science.test.js","tests",".js","135","6503",,"tests/chem_balance_science.test.js","E3A1835915D4D8D1C10B65D4C1FAB67F42E0F3DE9BAA0F164691B122F848B8A8"
"tests/chunk_integrity_cjk.test.js","tests",".js","48","2773",,"tests/chunk_integrity_cjk.test.js","FC63ECEC26250DB6DD8EA1048D0F0FF98BAC791D42DB5232DB67A24BC70269DC"
"tests/chunk_resume_fingerprint.test.js","tests",".js","44","2487",,"tests/chunk_resume_fingerprint.test.js","66913365566701476186D3C70D6F6EDAC23ACD3C46704EBBC1E997648E998574"
"tests/chunk_split_table_guard.test.js","tests",".js","87","5309",,"tests/chunk_split_table_guard.test.js","BF3867001BCC6127E0D63973330E92397BAABE0639FCC67E495B59B18A4334B3"
"tests/cinematic_studio_golden.test.js","tests",".js","312","15802",,"tests/cinematic_studio_golden.test.js","EC75239FB76283CA26CF6D4D487D5775F7707FA764DA544614ECEE74666C78EB"
"tests/circuit_a11y.test.js","tests",".js","36","1648",,"tests/circuit_a11y.test.js","348C1EB93E00743188E5E06D6ACF195F8155396A37C8DAD6B144952A4D33B7AB"
"tests/circuit_panels_smoke.test.js","tests",".js","59","2895",,"tests/circuit_panels_smoke.test.js","57D80D48DFABF38611046ACB79A795F22FC061AA014AA8AE3B850B08CAD0DEBE"
"tests/clinical_tests.js","tests",".js","774","30072",,"tests/clinical_tests.js","72B98E45F400FE54161300A81F171215A55B2D14EDDF758E791FA0476AAC0F65"
"tests/coding_interp.test.js","tests",".js","198","9100",,"tests/coding_interp.test.js","7DB723E105D025EE55192F0A54F30D6396BB9EDAA0A2C92552DFC6C5EA1C4714"
"tests/coding_interp_smoke.test.js","tests",".js","66","3173",,"tests/coding_interp_smoke.test.js","E585C57B7A95BE527C56E4350336B21DC3EF7E849751FB78B9DD0BB7154923D2"
"tests/coding_robot_render.test.js","tests",".js","99","4212",,"tests/coding_robot_render.test.js","D1562EB94DDF11C6A14C4E8A3A5FDAA457C423E6F1D0940311237ED48440A15E"
"tests/companion_planting_refinements.test.js","tests",".js","58","2116",,"tests/companion_planting_refinements.test.js","340FBE7B9188082FEAE4AF43EF2289788050D3FD65C73BA84C347D5486260E72"
"tests/compare_popup_xss.test.js","tests",".js","30","1935",,"tests/compare_popup_xss.test.js","C10466E2743E09BAFBF6CA3CD74FA7CA6E92628C162C54AF423524DD8663E1BB"
"tests/compare_tagged_pdf_perf.test.js","tests",".js","37","2337",,"tests/compare_tagged_pdf_perf.test.js","8A89051EAC624B87B7EBF1B0DDA64C7A18B87AAD37E66597756EAB93D0CD1678"
"tests/concept_graph_3d.test.js","tests",".js","221","10618",,"tests/concept_graph_3d.test.js","26750D84FFF7770415AD6120C968C7AAA4D0CADF5F03D74F5EB8E294722A5ACE"
"tests/concept_graph_engine.test.js","tests",".js","325","17373",,"tests/concept_graph_engine.test.js","954C5AC4ECD586FBBB4340914D94C98BCE1774FF3798326D5D2411A0D1095557"
"tests/concept_pictionary.test.js","tests",".js","640","27227",,"tests/concept_pictionary.test.js","1F30A75C46A3141DEFAB003967845D17532311393F3BF7C1CDFD7CF7AF8F432F"
"tests/conformance_banner_floor.test.js","tests",".js","41","2328",,"tests/conformance_banner_floor.test.js","37546030429D7ADFCF2D671B4472DE8E1C39DDC7DA355E2AE0FA54CABDB3BF44"
"tests/content_engine_headers.test.js","tests",".js","127","6908",,"tests/content_engine_headers.test.js","DE6DE7CAA6CA8AC4D778AE7293BE2F4FFA64A1BCE9729391B3442B8420978718"
"tests/contrast_pair_fixer.test.js","tests",".js","116","6408",,"tests/contrast_pair_fixer.test.js","9C7FFEA7882BBDFB47341F46428A45C695916AE9466D60E11819B43413E294B9"
"tests/createtaggedpdf_catalog_recipes.test.js","tests",".js","38","2062",,"tests/createtaggedpdf_catalog_recipes.test.js","47C0EF7AB3D42A108B2AACF0987A3E8BDFBE80EA00CFD58E627E9079419DD49F"
"tests/crop_sparse_chart.test.js","tests",".js","63","3478",,"tests/crop_sparse_chart.test.js","D5F601FAF399E92DFF715987431C33073EF63F5E02D587D86C36B65949ED29CC"
"tests/decorative_image_guard.test.js","tests",".js","42","2364",,"tests/decorative_image_guard.test.js","3504969483C8560B2DE1CB451D3B89B5ACDE98DF64327EF10ACA3006647B24E4"
"tests/degraded_ai_display.test.js","tests",".js","124","9292",,"tests/degraded_ai_display.test.js","18D168B1A0914CA091BB8FDAD268D29D4645CE525FB637F423E55A48FB3671FA"
"tests/dino_lab_golden.test.js","tests",".js","211","9650",,"tests/dino_lab_golden.test.js","25086A3FE64888D3BDA31CA6DFA00F9F8FD08E297315C8265361E08B8C70C8A0"
"tests/doc_pipeline_acceptance.test.js","tests",".js","187","9319",,"tests/doc_pipeline_acceptance.test.js","4C563FB3CFC1DE81A221C1BCA10DC89B3166D14B0AA17ADE255E131EA41B75E9"
"tests/doc_pipeline_aggregate_shrink.test.js","tests",".js","110","5532",,"tests/doc_pipeline_aggregate_shrink.test.js","F022CAF0E3287369782F10FC2B9693FCD95ED6DC4900210B4331EE1B73C85020"
"tests/doc_pipeline_axe_mirrors.test.js","tests",".js","47","2499",,"tests/doc_pipeline_axe_mirrors.test.js","04CCD015AE23D131D483DA9D224AE0F5381A177765252C3E5EE736465D526199"
"tests/doc_pipeline_cdn_resilience.test.js","tests",".js","104","5263",,"tests/doc_pipeline_cdn_resilience.test.js","3D7A0D08B0821BCCF6F5CE730ABD4BD5411FE3E699BF3C5AB0644E1163D6C1AC"
"tests/doc_pipeline_dispatch.test.js","tests",".js","127","6645",,"tests/doc_pipeline_dispatch.test.js","CB222A993FC0DC4F5EE346FF2C4F1F48AF0336AEA63CC0A8AC1DAE9B8A0E8E90"
"tests/doc_pipeline_dual_clean_gate.test.js","tests",".js","52","2638",,"tests/doc_pipeline_dual_clean_gate.test.js","D844EAB2047074A0B13C27F7D9EE7EE0E047F9783DC5A76F4221CE594DC49984"
"tests/doc_pipeline_export_a11y_gate.test.js","tests",".js","356","18511",,"tests/doc_pipeline_export_a11y_gate.test.js","1F2070C3B180142A4F78109C8FD68128C9CA43D73ABCACF22F28AE3286C832EC"
"tests/doc_pipeline_fabrication.test.js","tests",".js","94","5233",,"tests/doc_pipeline_fabrication.test.js","A7D51DE98AC898AEBD444212B64F0EDF64C8E99B27A5B9D9315702084523F342"
"tests/doc_pipeline_headless.test.js","tests",".js","207","10055",,"tests/doc_pipeline_headless.test.js","E1A39A7AA8ECBA6071226F4981A825E744A4ABAD608B482B47AABA53F27FF755"
"tests/doc_pipeline_loop_support.test.js","tests",".js","180","10143",,"tests/doc_pipeline_loop_support.test.js","33196AC02D81A2AD0A7A96DFC0B92B5F07A3D469EB58FD13B41F25D644C9890D"
"tests/doc_pipeline_marker_strip.test.js","tests",".js","84","3882",,"tests/doc_pipeline_marker_strip.test.js","006108763EE21FF4BBFE76B554FFD92F869A921B918F531AF9A5B5B2ECACA1CA"
"tests/doc_pipeline_ocr_drawcalls.test.js","tests",".js","67","3106",,"tests/doc_pipeline_ocr_drawcalls.test.js","E9D911DBC12EC29603C3F1C829A7026789700C0550BEF55C936EBBA4C6171764"
"tests/doc_pipeline_ocr_lang.test.js","tests",".js","67","2879",,"tests/doc_pipeline_ocr_lang.test.js","7779D022E03D0C6C4679A88C09656BE9151EC268EDABEAF2B3C7CEE1B6E551CB"
"tests/doc_pipeline_retry.test.js","tests",".js","75","3692",,"tests/doc_pipeline_retry.test.js","24C60981908180113EA6E49FC4B78B9B3256F413292C5DB1B2A60046FCC2BBDE"
"tests/doc_pipeline_rgb_clamp.test.js","tests",".js","20","1179",,"tests/doc_pipeline_rgb_clamp.test.js","953698B0C369151AACBADC93102471E175647CB36F553DEABCACD7F21327A10E"
"tests/doc_pipeline_scoring.test.js","tests",".js","160","7276",,"tests/doc_pipeline_scoring.test.js","94BF8A8244B7A0C893DBD6ACCC06B3F54B4403F618C0A21D204A4D6F2746E1F7"
"tests/doc_pipeline_structured_visual.test.js","tests",".js","56","3141",,"tests/doc_pipeline_structured_visual.test.js","52FA3B6445548D9B63A223D568E81DC63F81702526F9814BD20A765BB2D385B2"
"tests/doc_pipeline_surgical_param_validation.test.js","tests",".js","244","12512",,"tests/doc_pipeline_surgical_param_validation.test.js","6D6AA00E2B0034D3A041DA2BBA467B7A707049318A6995DD2741AF1EFF33633A"
"tests/doc_pipeline_wcag.test.js","tests",".js","641","34171",,"tests/doc_pipeline_wcag.test.js","BB27C9A34981556E3518BBBAE5282FFD2A6776CE8450DA218B81BC3370D26783"
"tests/docsuite_theme_contrast.test.js","tests",".js","105","5302",,"tests/docsuite_theme_contrast.test.js","F8C38029848E39AA88A9D76724C0E80AB32236F5389C8BAEA5797B995C30EDC9"
